CVX,Chevron Corp.,Energy
CMG,Chipotle Mexican Grill,Consumer Discretionary
CB,Chubb Limited,Financials
CHD,Church & Dwight,Consumer Staples
CI,CIGNA Corp.,Health Care
CINF,Cincinnati Financial,Financials
CTAS,Cintas Corporation,Industrials
CSCO,Cisco Systems,Information Technology
C,Citigroup Inc.,Financials
CFG,Citizens Financial Group,Financials
CTXS,Citrix Systems,Information Technology
CME,CME Group Inc.,Financials
CMS,CMS Energy,Utilities
KO,Coca-Cola Company,Consumer Staples
CTSH,Cognizant Technology Solutions,Information Technology
CL,Colgate-Palmolive,Consumer Staples
CMCSA,Comcast Corp.,Communication Services
CMA,Comerica Inc.,Financials
CAG,Conagra Brands,Consumer Staples
CXO,Concho Resources,Energy
COP,ConocoPhillips,Energy
ED,Consolidated Edison,Utilities
STZ,Constellation Brands,Consumer Staples
CPRT,Copart Inc,Industrials
GLW,Corning Inc.,Information Technology
CTVA,Corteva,Materials
COST,Costco Wholesale Corp.,Consumer Staples
COTY,Coty Inc,Consumer Staples
CCI,Crown Castle International Corp.,Real Estate
CSX,CSX Corp.,Industrials
CMI,Cummins Inc.,Industrials
CVS,CVS Health,Health Care
DHI,D. R. Horton,Consumer Discretionary
DHR,Danaher Corp.,Health Care
DRI,Darden Restaurants,Consumer Discretionary
DVA,DaVita Inc.,Health Care
DE,Deere & Co.,Industrials
DAL,Delta Air Lines Inc.,Industrials
XRAY,Dentsply Sirona,Health Care
DVN,Devon Energy,Energy
DXCM,DexCom,Health Care
FANG,Diamondback Energy,Energy
DLR,Digital Realty Trust Inc,Real Estate
DFS,Discover Financial Services,Financials
DISCA,Discovery Inc. (Class A),Communication Services
DISCK,Discovery Inc. (Class C),Communication Services
DISH,Dish Network,Communication Services
DG,Dollar General,Consumer Discretionary
DLTR,Dollar Tree,Consumer Discretionary
D,Dominion Energy,Utilities
