DPZ,Domino's Pizza,Consumer Discretionary
DOV,Dover Corporation,Industrials
DOW,Dow Inc.,Materials
DTE,DTE Energy Co.,Utilities
DUK,Duke Energy,Utilities
DRE,Duke Realty Corp,Real Estate
DD,DuPont de Nemours Inc,Materials
DXC,DXC Technology,Information Technology
ETFC,E*Trade,Financials
EMN,Eastman Chemical,Materials
ETN,Eaton Corporation,Industrials
EBAY,eBay Inc.,Consumer Discretionary
ECL,Ecolab Inc.,Materials
EIX,Edison Int'l,Utilities
EW,Edwards Lifesciences,Health Care
EA,Electronic Arts,Communication Services
EMR,Emerson Electric Company,Industrials
ETR,Entergy Corp.,Utilities
EOG,EOG Resources,Energy
EFX,Equifax Inc.,Industrials
EQIX,Equinix,Real Estate
EQR,Equity Residential,Real Estate
ESS,Essex Property Trust Inc.,Real Estate
EL,Estée Lauder Companies,Consumer Staples
RE,Everest Re Group Ltd.,Financials
EVRG,Evergy,Utilities
ES,Eversource Energy,Utilities
EXC,Exelon Corp.,Utilities
EXPE,Expedia Group,Consumer Discretionary
EXPD,Expeditors,Industrials
EXR,Extra Space Storage,Real Estate
XOM,Exxon Mobil Corp.,Energy
FFIV,F5 Networks,Information Technology
FB,Facebook Inc.,Communication Services
FAST,Fastenal Co,Industrials
FRT,Federal Realty Investment Trust,Real Estate
FDX,FedEx Corporation,Industrials
FIS,Fidelity National Information Services,Information Technology
FITB,Fifth Third Bancorp,Financials
FRC,First Republic Bank,Financials
FE,FirstEnergy Corp,Utilities
FISV,Fiserv Inc,Information Technology
FLT,FleetCor Technologies Inc,Information Technology
FLIR,FLIR Systems,Information Technology
FLS,Flowserve Corporation,Industrials
FMC,FMC Corporation,Materials
F,Ford Motor Company,Consumer Discretionary
FTNT,Fortinet,Information Technology
FTV,Fortive Corp,Industrials
FBHS,Fortune Brands Home & Security,Industrials
