ANET,Arista Networks,Information Technology
AJG,Arthur J. Gallagher & Co.,Financials
AIZ,Assurant,Financials
T,AT&T Inc.,Communication Services
ATO,Atmos Energy,Utilities
ADSK,Autodesk Inc.,Information Technology
ADP,Automatic Data Processing,Information Technology
AZO,AutoZone Inc,Consumer Discretionary
AVB,AvalonBay Communities,Real Estate
AVY,Avery Dennison Corp,Materials
BKR,Baker Hughes Co,Energy
BLL,Ball Corp,Materials
BAC,Bank of America Corp,Financials
BAX,Baxter International Inc.,Health Care
BDX,Becton Dickinson,Health Care
BRK.B,Berkshire Hathaway,Financials
BBY,Best Buy Co. Inc.,Consumer Discretionary
BIO,Bio-Rad Laboratories,Health Care
BIIB,Biogen Inc.,Health Care
BLK,BlackRock,Financials
BA,Boeing Company,Industrials
BKNG,Booking Holdings Inc,Consumer Discretionary
BWA,BorgWarner,Consumer Discretionary
BXP,Boston Properties,Real Estate
BSX,Boston Scientific,Health Care
BMY,Bristol-Myers Squibb,Health Care
AVGO,Broadcom Inc.,Information Technology
BR,Broadridge Financial Solutions,Information Technology
BF.B,Brown-Forman Corp.,Consumer Staples
CHRW,C. H. Robinson Worldwide,Industrials
COG,Cabot Oil & Gas,Energy
CDNS,Cadence Design Systems,Information Technology
CPB,Campbell Soup,Consumer Staples
COF,Capital One Financial,Financials
CAH,Cardinal Health Inc.,Health Care
KMX,Carmax Inc,Consumer Discretionary
CCL,Carnival Corp.,Consumer Discretionary
CARR,Carrier Global,Industrials
CAT,Caterpillar Inc.,Industrials
CBOE,Cboe Global Markets,Financials
CBRE,CBRE Group,Real Estate
CDW,CDW,Information Technology
CE,Celanese,Materials
CNC,Centene Corporation,Health Care
CNP,CenterPoint Energy,Utilities
CTL,CenturyLink Inc,Communication Services
CERN,Cerner,Health Care
CF,CF Industries Holdings Inc,Materials
SCHW,Charles Schwab Corporation,Financials
CHTR,Charter Communications,Communication Services
