symbol,period,numberAnalysts,revenueAvg,revenueHigh,revenueLow
ANET,2024-12-31,8,3759353431,3909727568,3646572828
ANET,2023-12-31,8,3306717322,3438986015,3207515802
ANET,2022-12-31,12,2952208496,3258307380,2564680000
ANET,2021-12-31,28,2589511330,2885844180,2236820000
ANET,2020-12-31,28,2284116496,2338505040,2126240000
ANET,2019-12-31,30,2445810370,2466360000,2331065200
ANET,2018-12-31,31,2179228801,2200215480,2072793000
ANET,2017-12-31,29,1666976114,1688090820,1583913000
ANET,2016-12-31,28,1134707384,1148093640,1078640000
ANET,2015-12-31,29,845701684,852822000,804391919
ANET,2014-12-31,27,585923934,594186720,557362000
AJG,2024-12-31,5,11942109255,12419793625,11583845977
AJG,2023-12-31,5,9902487329,10298586822,9605412709
AJG,2022-12-31,8,8334385660,11785080000,6282981000
AJG,2021-12-31,11,6317522065,6650808000,5543259000
AJG,2020-12-31,11,5781611869,6116838000,4973966000
AJG,2019-12-31,9,5751769012,5781054000,5495859950
AJG,2018-12-31,13,5155726329,5280030000,4879779000
AJG,2017-12-31,11,6140381686,6202110000,5833192000
AJG,2016-12-31,14,5673507072,5814918000,5234023000
AJG,2015-12-31,16,5445902568,5605104000,4960774000
AJG,2014-12-31,16,4637374630,4830720000,4216590000
AJG,2013-12-31,14,3139547046,3242682000,2908640060
AJG,2012-12-31,12,2511483956,2547960000,2370756630
AJG,2011-12-31,10,2131232486,2158932000,2017433160
AJG,2010-12-31,8,1880664501,1910256000,1727279000
AJG,2009-12-31,8,1738057001,1751646000,1652880000
AJG,2008-12-31,7,1698923920,1712376000,1615147000
AJG,2007-12-31,7,1692627194,1727778000,1548195660
AJG,2006-12-31,10,1549088828,1581000000,1421790110
AJG,2005-12-31,10,1523481170,1555194000,1406500000
AJG,2004-12-31,10,1497097929,1554480000,1381280000
AJG,2003-12-31,8,1266228445,1288974000,1185825000
AJG,2002-12-31,9,1120526210,1170144000,1016560000
AJG,2001-12-31,3,871986499,899844000,810920000
AJG,2000-12-31,3,682822979,692580000,646470080
AJG,1999-12-31,4,588869170,610980000,544267000
AJG,1998-12-31,4,533653170,550800000,501781000
AJG,1997-12-31,3,473548249,485928000,442999000
AIZ,2024-12-31,1,14149070875,14715033710,13724598749
AIZ,2023-12-31,1,12993533073,13513274396,12603727081
AIZ,2022-12-31,4,12111352170,12713167800,10884370000
AIZ,2021-12-31,5,10882511036,11304071460,10064720000
AIZ,2020-12-31,5,10218851509,10408592040,9680600000
AIZ,2019-12-31,4,10137269535,10202440860,9680580600
AIZ,2018-12-31,5,8141391459,8248562520,7693458000
AIZ,2017-12-31,3,6407187499,6444360000,6117790000
AIZ,2016-12-31,4,7468331937,7537218600,7106700150
AIZ,2015-12-31,8,8089859980,8231690700,7696077000
AIZ,2014-12-31,7,10421387248,10623327540,9824160000
AIZ,2013-12-31,8,8938130204,9073920000,8289620000
AIZ,2012-12-31,8,8564812879,8645271120,8151880000
AIZ,2011-12-31,5,8356845509,8421426000,7963700000
